year,RegionName,population,median_value,gross_rent_total,median_income
2015,Chico CA,222309.48571428575,222548.5714285715,904.8285714285716,43483.028571428586
2016,Chico CA,224266.45714285717,227265.71428571438,935.6857142857145,44397.685714285726
2017,Chico CA,225565.71428571432,236811.42857142867,971.9714285714289,46186.77142857145
2018,Chico CA,226207.2571428572,251185.71428571438,1013.6857142857145,48850.28571428574
2019,Chico CA,226191.08571428581,270388.57142857154,1060.8285714285716,52388.2285714286
2020,Chico CA,225517.20000000016,294420.0000000001,1113.3999999999999,56800.60000000003
2021,Chico CA,224185.60000000024,323280.0000000001,1171.3999999999996,62087.40000000004
2022,Chico CA,222196.28571428606,356968.5714285715,1234.8285714285707,68248.62857142862
2015,Chillicothe OH,77323.00000000004,109934.2857142858,667.4285714285718,43396.085714285735
2016,Chillicothe OH,77216.60000000006,112182.85714285722,692.6857142857147,44405.657142857155
2017,Chillicothe OH,77120.20000000008,115345.71428571436,713.371428571429,46029.51428571429
2018,Chillicothe OH,77033.80000000008,119422.85714285723,729.4857142857148,48267.65714285715
2019,Chillicothe OH,76957.40000000005,124414.28571428583,741.0285714285721,51120.08571428573
2020,Chillicothe OH,76891.00000000001,130320.00000000013,748.0000000000011,54586.800000000025
2021,Chillicothe OH,76834.59999999996,137140.00000000015,750.4000000000017,58667.80000000004
2022,Chillicothe OH,76788.19999999991,144874.2857142859,748.2285714285737,63363.08571428577
2015,Cincinnati OH,2140916.142857144,153574.2857142858,750.4000000000003,55327.342857142874
2016,Cincinnati OH,2144098.4285714296,155702.85714285722,767.6000000000004,57249.22857142859
2017,Cincinnati OH,2154956.857142858,158945.71428571435,788.8000000000003,59355.25714285716
2018,Cincinnati OH,2173491.4285714296,163302.85714285722,814.0000000000003,61645.42857142858
2019,Cincinnati OH,2199702.142857144,168774.28571428583,843.2000000000003,64119.74285714286
2020,Cincinnati OH,2233589.0000000014,175360.00000000017,876.4000000000002,66778.19999999998
2021,Cincinnati OH,2275152.0000000023,183060.00000000023,913.6000000000001,69620.79999999996
2022,Cincinnati OH,2324391.142857146,191874.28571428606,954.8000000000001,72647.54285714279
2015,Claremont-Lebanon NH-VT,217582.29999999993,199789.99999999997,868.8999999999992,54715.99999999999
2016,Claremont-Lebanon NH-VT,216924.09999999998,199730.00000000003,876.2999999999996,56720.00000000002
2017,Claremont-Lebanon NH-VT,216820.9,201270.00000000006,895.7,58693.00000000004
2018,Claremont-Lebanon NH-VT,217272.7,204410.00000000006,927.1000000000005,60635.00000000004
2020,Claremont-Lebanon NH-VT,219841.29999999996,215490.00000000006,1025.900000000001,64426.0
2021,Claremont-Lebanon NH-VT,221958.09999999992,223430.00000000003,1093.3000000000013,66274.99999999997
2022,Claremont-Lebanon NH-VT,224629.89999999985,232970.0,1172.7000000000016,68092.99999999991
2015,Clarksburg WV,94165.7142857143,95002.8571428572,634.7428571428574,43402.714285714304
2016,Clarksburg WV,94115.74285714288,101888.5714285715,660.0285714285716,45121.54285714288
2017,Clarksburg WV,93960.48571428574,107717.14285714291,687.4571428571431,47081.085714285735
2018,Clarksburg WV,93699.94285714289,112488.57142857148,717.0285714285717,49281.34285714288
2019,Clarksburg WV,93334.11428571431,116202.85714285717,748.7428571428576,51722.31428571431
2020,Clarksburg WV,92863.00000000001,118860.0,782.6000000000006,54404.000000000015
2021,Clarksburg WV,92286.60000000002,120459.99999999997,818.6000000000008,57326.400000000016
2022,Clarksburg WV,91604.9142857143,121002.85714285707,856.7428571428582,60489.51428571429
2015,Clarksdale MS,25256.48571428572,61802.85714285717,565.7714285714286,28556.228571428594
2016,Clarksdale MS,24795.05714285715,62288.57142857144,574.7142857142858,28733.285714285732
2017,Clarksdale MS,24307.914285714294,63617.14285714287,580.2285714285716,28947.771428571443
2018,Clarksdale MS,23795.057142857157,65788.57142857145,582.3142857142858,29199.685714285722
2019,Clarksdale MS,23256.485714285736,68802.85714285717,580.9714285714286,29489.028571428575
2020,Clarksdale MS,22692.20000000003,72660.00000000004,576.1999999999999,29815.799999999996
2021,Clarksdale MS,22102.20000000004,77360.00000000007,567.9999999999998,30179.999999999985
2022,Clarksdale MS,21486.485714285765,82902.85714285725,556.371428571428,30581.628571428548
2015,Clarksville TN-KY,275833.57142857154,137234.28571428586,835.8571428571431,46391.05714285716
2016,Clarksville TN-KY,275117.11428571434,140262.85714285725,857.1714285714287,48343.57142857144
2017,Clarksville TN-KY,278561.2285714286,144205.71428571438,878.3428571428573,50123.94285714287
2018,Clarksville TN-KY,286165.91428571433,149062.85714285722,899.3714285714287,51732.171428571455
2019,Clarksville TN-KY,297931.17142857146,154834.2857142858,920.257142857143,53168.257142857175
2020,Clarksville TN-KY,313857.0,161520.00000000006,941.0000000000002,54432.20000000005
2021,Clarksville TN-KY,333943.4,169120.00000000006,961.6000000000004,55524.000000000065
2022,Clarksville TN-KY,358190.3714285715,177634.28571428574,982.0571428571434,56443.65714285723
2015,Clearlake CA,64146.914285714294,163834.28571428577,883.1714285714287,35300.37142857145
2016,Clearlake CA,64098.94285714289,168942.8571428572,896.3142857142857,36997.71428571431
2017,Clearlake CA,64092.68571428574,179865.71428571432,918.0285714285715,39514.6285714286
2018,Clearlake CA,64128.14285714287,196602.8571428572,948.314285714286,42851.11428571431
2019,Clearlake CA,64205.31428571426,219154.2857142858,987.1714285714294,47007.171428571455
2020,Clearlake CA,64324.19999999992,247520.00000000012,1034.6000000000015,51982.800000000025
2021,Clearlake CA,64484.79999999984,281700.0000000002,1090.6000000000026,57778.000000000015
2022,Clearlake CA,64687.11428571404,321694.2857142859,1155.1714285714324,64392.77142857145
2015,Cleveland MS,33818.54285714287,84585.71428571432,567.2285714285712,27338.45714285715
2016,Cleveland MS,33571.028571428586,86917.14285714287,594.6857142857142,27914.971428571433
2017,Cleveland MS,33159.65714285716,89734.28571428572,615.5714285714287,28573.34285714286
2018,Cleveland MS,32584.428571428598,93037.14285714288,629.8857142857145,29313.57142857144
2019,Cleveland MS,31845.342857142892,96825.71428571433,637.6285714285717,30135.657142857166
2020,Cleveland MS,30942.40000000004,101100.00000000009,638.8000000000004,31039.600000000042
2021,Cleveland MS,29875.600000000053,105860.00000000013,633.4000000000004,32025.400000000067
2022,Cleveland MS,28644.94285714292,111105.7142857145,621.4285714285718,33093.057142857244
2015,Cleveland TN,118773.20000000006,140954.2857142857,706.7428571428574,41668.371428571445
2016,Cleveland TN,119510.20000000007,142262.85714285716,723.4285714285717,43345.914285714294
2017,Cleveland TN,120383.20000000007,145285.71428571432,738.2571428571432,45259.028571428586
2018,Cleveland TN,121392.20000000007,150022.85714285722,751.2285714285719,47407.7142857143
2019,Cleveland TN,122537.20000000006,156474.28571428583,762.3428571428575,49791.97142857145
2020,Cleveland TN,123818.20000000003,164640.00000000017,771.6000000000004,52411.80000000003
2021,Cleveland TN,125235.2,174520.00000000023,779.0000000000002,55267.20000000005
2022,Cleveland TN,126788.19999999995,186114.28571428603,784.5428571428572,58358.1714285715
2015,Cleveland OH,2063634.7142857148,138894.28571428577,742.8571428571429,49885.85714285715
2016,Cleveland OH,2063451.7428571437,140122.8571428572,760.3714285714285,51065.37142857144
2017,Cleveland OH,2062388.4857142866,142665.71428571435,778.7428571428571,52487.74285714287
2018,Cleveland OH,2060444.9428571432,146522.85714285722,797.9714285714288,54152.97142857144
2019,Cleveland OH,2057621.114285714,151694.28571428586,818.0571428571432,56061.057142857164
2020,Cleveland OH,2053916.9999999984,158180.00000000017,839.0000000000006,58212.00000000003
2021,Cleveland OH,2049332.5999999966,165980.00000000023,860.8000000000009,60605.80000000005
2022,Cleveland OH,2043867.9142857087,175094.28571428603,883.4571428571439,63242.45714285721
2015,Clewiston FL,38257.3142857143,71834.28571428575,699.6285714285717,36651.17142857143
2016,Clewiston FL,38572.14285714287,72722.85714285717,714.4857142857145,37570.7142857143
2017,Clewiston FL,39109.685714285726,76725.71428571432,734.7714285714287,38628.82857142859
2018,Clewiston FL,39869.94285714287,83842.85714285717,760.4857142857145,39825.5142857143
2019,Clewiston FL,40852.9142857143,94074.28571428575,791.6285714285718,41160.77142857144
2020,Clewiston FL,42058.600000000035,107420.00000000004,828.2000000000005,42634.6
2021,Clewiston FL,43487.00000000005,123880.00000000006,870.2000000000007,44246.999999999985
2022,Clewiston FL,45138.11428571436,143454.2857142858,917.6285714285725,45997.97142857139
2015,Clinton IA,48369.68571428571,110108.57142857145,622.3714285714289,50555.42857142859
2016,Clinton IA,47963.65714285715,110865.7142857143,634.9142857142859,50039.68571428573
2017,Clinton IA,47583.914285714294,112451.4285714286,649.0285714285717,50032.371428571445
2018,Clinton IA,47230.45714285714,114865.71428571432,664.714285714286,50533.48571428572
2019,Clinton IA,46903.2857142857,118108.57142857148,681.971428571429,51543.02857142856
2020,Clinton IA,46602.39999999997,122180.00000000006,700.8000000000006,53060.999999999956
2021,Clinton IA,46327.799999999945,127080.00000000009,721.200000000001,55087.399999999914
2022,Clinton IA,46079.48571428563,132808.57142857154,743.1714285714299,57622.22857142844
2015,Clovis NM,50504.42857142861,124845.71428571429,785.1142857142859,40905.05714285716
2016,Clovis NM,50499.28571428575,128077.14285714288,815.1428571428573,42082.57142857144
2017,Clovis NM,50372.57142857146,129194.28571428575,834.8857142857146,43276.942857142865
2018,Clovis NM,50124.28571428575,128197.1428571429,844.3428571428575,44488.17142857144
2019,Clovis NM,49754.42857142861,125085.71428571433,843.5142857142862,45716.257142857154
2020,Clovis NM,49263.000000000044,119860.00000000004,832.4000000000007,46961.20000000001
2021,Clovis NM,48650.00000000005,112520.00000000003,811.0000000000007,48223.000000000015
2022,Clovis NM,47915.42857142864,103065.7142857143,779.3142857142866,49501.657142857155
2015,Coamo PR,40311.37142857144,93340.00000000004,442.42857142857173,18110.88571428572
2016,Coamo PR,40069.11428571429,90120.00000000003,454.68571428571454,18681.25714285715
2017,Coamo PR,39748.42857142858,88600.00000000003,467.3714285714288,19157.914285714294
2018,Coamo PR,39349.3142857143,88780.00000000001,480.4857142857146,19540.857142857152
2019,Coamo PR,38871.771428571454,90660.00000000001,494.02857142857187,19830.085714285724
2020,Coamo PR,38315.80000000003,94240.00000000001,508.0000000000007,20025.600000000013
2021,Coamo PR,37681.400000000045,99520.00000000001,522.4000000000009,20127.400000000012
2022,Coamo PR,36968.571428571486,106500.00000000001,537.2285714285726,20135.485714285725
2015,Coco PR,30127.914285714298,85462.85714285716,365.88571428571424,15505.542857142867
2016,Coco PR,29700.94285714286,86348.57142857145,382.8571428571429,15928.828571428581
2017,Coco PR,29218.68571428572,86277.14285714288,400.1142857142858,16486.257142857154
2018,Coco PR,28681.14285714287,85248.57142857145,417.65714285714296,17177.828571428585
2019,Coco PR,28088.31428571431,83262.85714285714,435.48571428571444,18003.542857142875
2020,Coco PR,27440.200000000044,80319.99999999997,453.60000000000014,18963.40000000002
2021,Coco PR,26736.800000000072,76419.99999999993,472.0000000000001,20057.400000000027
2022,Coco PR,25978.114285714393,71562.85714285703,490.68571428571437,21285.54285714289
2015,Coeur d'Alene ID,145126.48571428578,184331.42857142875,837.6285714285714,49419.514285714315
2016,Coeur d'Alene ID,147493.6571428572,196054.28571428583,873.4857142857143,51012.542857142886
2017,Coeur d'Alene ID,150312.11428571437,212848.57142857154,911.7714285714286,52824.28571428574
2018,Coeur d'Alene ID,153581.85714285725,234714.28571428583,952.4857142857145,54854.742857142875
2019,Coeur d'Alene ID,157302.88571428586,261651.42857142873,995.6285714285718,57103.914285714294
2020,Coeur d'Alene ID,161475.2000000002,293660.00000000023,1041.2000000000007,59571.799999999996
2021,Coeur d'Alene ID,166098.80000000022,330740.00000000035,1089.200000000001,62258.39999999998
2022,Coeur d'Alene ID,171173.68571428602,372891.4285714291,1139.6285714285727,65163.71428571425
2015,Coffeyville KS,34168.94285714287,70417.14285714288,625.3714285714286,41001.77142857143
2016,Coffeyville KS,33810.6285714286,72091.4285714286,629.9142857142857,42774.9142857143
2017,Coffeyville KS,33416.45714285717,73622.85714285717,637.0285714285716,44077.62857142859
2018,Coffeyville KS,32986.428571428594,75011.4285714286,646.714285714286,44909.914285714316
2019,Coffeyville KS,32520.54285714287,76257.14285714288,658.971428571429,45271.77142857146
2020,Coffeyville KS,32018.799999999996,77360.00000000003,673.8000000000008,45163.20000000003
2021,Coffeyville KS,31481.19999999997,78320.00000000003,691.2000000000011,44584.20000000003
2022,Coffeyville KS,30907.742857142795,79137.1428571429,711.1714285714299,43534.77142857146
2015,Coldwater MI,43694.37142857144,94965.71428571428,666.6571428571432,44342.85714285715
2016,Coldwater MI,43618.51428571429,95497.14285714286,685.5714285714288,46420.17142857144
2017,Coldwater MI,43566.22857142858,98214.28571428572,705.3428571428574,48396.34285714287
2018,Coldwater MI,43537.5142857143,103117.14285714287,725.9714285714288,50271.371428571445
2019,Coldwater MI,43532.37142857145,110205.71428571428,747.4571428571431,52045.25714285717
2020,Coldwater MI,43550.80000000004,119479.99999999997,769.8000000000003,53718.00000000003
2021,Coldwater MI,43592.800000000054,130939.99999999993,793.0000000000003,55289.600000000035
2022,Coldwater MI,43658.3714285715,144585.71428571417,817.0571428571434,56760.057142857186
2015,College Station-Bryan TX,239009.17142857166,150237.1428571429,846.1428571428575,40972.28571428574
2016,College Station-Bryan TX,243945.51428571445,153331.42857142864,864.4285714285717,43055.45714285717
2017,College Station-Bryan TX,248788.42857142873,160482.85714285722,885.8571428571431,45323.914285714316
2018,College Station-Bryan TX,253537.91428571448,171691.42857142867,910.4285714285719,47777.65714285718
2019,College Station-Bryan TX,258193.97142857168,186957.14285714296,938.1428571428579,50416.68571428576
2020,College Station-Bryan TX,262756.6000000004,206280.00000000012,969.0000000000013,53241.00000000006
2021,College Station-Bryan TX,267225.8000000005,229660.00000000012,1003.0000000000018,56250.600000000064
2022,College Station-Bryan TX,271601.5714285722,257097.142857143,1040.1428571428596,59445.485714285795
2015,Colorado Springs CO,678298.5714285715,219494.28571428588,974.0571428571434,58428.05714285718
2016,Colorado Springs CO,688482.3142857144,227342.85714285725,1018.1714285714289,60333.37142857146
2017,Colorado Springs CO,699469.6285714288,239305.71428571438,1066.1428571428573,62671.542857142886
2018,Colorado Springs CO,711260.5142857146,255382.85714285725,1117.971428571429,65442.57142857147
2019,Colorado Springs CO,723854.9714285717,275574.28571428586,1173.6571428571435,68646.4571428572
2020,Colorado Springs CO,737253.0000000003,299880.00000000023,1233.2000000000012,72283.20000000008
2021,Colorado Springs CO,751454.6000000003,328300.00000000035,1296.6000000000022,76352.80000000012
2022,Colorado Springs CO,766459.7714285718,360834.28571428626,1363.8571428571458,80855.2571428573
2015,Columbia MO,173102.62857142862,168222.85714285716,792.4285714285714,49782.28571428572
2016,Columbia MO,168865.48571428575,173948.57142857145,808.2857142857143,50969.65714285715
2017,Columbia MO,172315.77142857143,177217.1428571429,825.5714285714288,52235.314285714296
2018,Columbia MO,183453.48571428575,178028.57142857148,844.2857142857144,53579.257142857154
2019,Columbia MO,202278.62857142865,176382.85714285722,864.4285714285717,55001.485714285736
2020,Columbia MO,228791.20000000007,172280.00000000012,886.0000000000002,56502.00000000003
2021,Columbia MO,262991.2000000002,165720.00000000017,909.0000000000002,58080.80000000004
2022,Columbia MO,304878.62857142877,156702.85714285736,933.4285714285717,59737.88571428576
2015,Columbia SC,792509.8285714287,140645.71428571432,840.6571428571431,49784.000000000015
2016,Columbia SC,800547.2857142858,142897.14285714293,866.1714285714289,51277.000000000015
2017,Columbia SC,808533.1714285716,145934.28571428577,890.5428571428575,52812.00000000001
2018,Columbia SC,816467.4857142859,149757.14285714293,913.7714285714288,54389.000000000015
2019,Columbia SC,824350.2285714287,154365.71428571435,935.8571428571429,56008.000000000015
2020,Columbia SC,832181.4000000001,159760.0000000001,956.7999999999995,57669.00000000002
2021,Columbia SC,839961.0000000002,165940.00000000006,976.5999999999989,59372.00000000003
2022,Columbia SC,847689.0285714287,172905.71428571435,995.2571428571409,61117.000000000044
2015,Columbus GA-AL,313550.7428571428,135540.00000000003,814.1428571428578,42357.42857142861
2016,Columbus GA-AL,309691.2285714287,139280.0,827.6285714285718,43369.08571428574
2017,Columbus GA-AL,309073.8571428573,141820.00000000003,843.2571428571432,44614.171428571455
2018,Columbus GA-AL,311698.6285714287,143160.00000000006,861.0285714285719,46092.68571428575
2019,Columbus GA-AL,317565.54285714286,143300.0000000001,880.9428571428579,47804.62857142861
2020,Columbus GA-AL,326674.59999999986,142240.00000000015,903.0000000000011,49750.00000000005
2021,Columbus GA-AL,339025.7999999996,139980.00000000023,927.2000000000016,51928.80000000006
2022,Columbus GA-AL,354619.1428571421,136520.00000000032,953.5428571428595,54341.02857142865
2015,Columbus IN,79453.17142857144,136480.00000000003,796.0000000000006,55214.02857142859
2016,Columbus IN,80264.9142857143,136560.0,824.0000000000005,55625.68571428573
2017,Columbus IN,81047.2285714286,139340.00000000003,857.0000000000002,57091.77142857145
2018,Columbus IN,81800.11428571431,144820.00000000003,895.0000000000001,59612.28571428573
2019,Columbus IN,82523.57142857148,153000.00000000006,937.9999999999999,63187.22857142859
2020,Columbus IN,83217.60000000006,163880.00000000015,985.9999999999998,67816.60000000002
2021,Columbus IN,83882.20000000007,177460.0000000002,1038.9999999999995,73500.40000000002
2022,Columbus IN,84517.37142857151,193740.0000000003,1096.9999999999993,80238.6285714286
2015,Columbus MS,59723.571428571435,115122.85714285728,768.4999999999999,40380.971428571436
2016,Columbus MS,59716.114285714306,119608.57142857154,750.7,41037.11428571429
2017,Columbus MS,59617.2285714286,124437.14285714297,750.9,42891.82857142858
2018,Columbus MS,59426.914285714316,129608.57142857154,769.0999999999999,45945.1142857143
2019,Columbus MS,59145.17142857147,135122.85714285725,805.2999999999997,50196.97142857145
2020,Columbus MS,58772.000000000044,140980.00000000012,859.4999999999995,55647.40000000004
2021,Columbus MS,58307.40000000005,147180.00000000012,931.6999999999991,62296.40000000005
2022,Columbus MS,57751.37142857148,153722.8571428573,1021.8999999999987,70143.9714285715
2015,Columbus NE,32623.171428571437,125194.28571428577,636.5,56283.08571428574
2016,Columbus NE,32740.714285714286,131042.85714285717,668.1,58152.457142857165
2017,Columbus NE,32874.82857142857,137105.71428571432,701.6999999999999,59850.114285714306
2018,Columbus NE,33025.51428571429,143382.85714285716,737.3,61376.057142857164
2019,Columbus NE,33192.77142857145,149874.28571428577,774.8999999999999,62730.28571428574
2020,Columbus NE,33376.60000000004,156580.0000000001,814.4999999999997,63912.80000000003
2021,Columbus NE,33577.00000000007,163500.00000000012,856.0999999999995,64923.60000000005
2022,Columbus NE,33793.97142857154,170634.2857142859,899.6999999999994,65762.68571428578
2015,Columbus OH,1971158.5428571429,159271.4285714287,831.1714285714289,55703.65714285717
2016,Columbus OH,1997323.8285714288,161434.28571428583,858.3142857142858,57808.57142857146
2017,Columbus OH,2024034.2571428576,166368.57142857154,888.0285714285716,60110.342857142896
2018,Columbus OH,2051289.8285714292,174074.28571428583,920.314285714286,62608.97142857147
2019,Columbus OH,2079090.5428571436,184551.42857142873,955.1714285714294,65304.45714285719
2020,Columbus OH,2107436.400000001,197800.0000000002,992.6000000000014,68196.80000000005
2021,Columbus OH,2136327.400000001,213820.0000000003,1032.6000000000022,71286.00000000006
2022,Columbus OH,2165763.542857144,232611.42857142896,1075.1714285714318,74572.0571428572
2015,Concord NH,147233.54285714286,225148.57142857157,935.7714285714286,65867.28571428571
2016,Concord NH,147665.0285714286,225125.7142857144,970.714285714286,67475.85714285716
2017,Concord NH,148278.65714285718,227231.42857142867,1000.228571428572,69665.71428571429
2018,Concord NH,149074.4285714286,231465.71428571438,1024.3142857142861,72436.85714285714
2019,Concord NH,150052.3428571429,237828.57142857157,1042.971428571429,75789.2857142857
2020,Concord NH,151212.40000000008,246320.00000000017,1056.2,79722.99999999996
2021,Concord NH,152554.6000000001,256940.00000000023,1063.9999999999998,84237.99999999993
2022,Concord NH,154078.94285714297,269688.57142857177,1066.3714285714277,89334.2857142856
2015,Connersville IN,23784.114285714288,81357.14285714291,646.8857142857146,39597.71428571429
2016,Connersville IN,23587.342857142863,81071.42857142861,664.2571428571431,40348.942857142865
2017,Connersville IN,23421.28571428572,81142.85714285719,679.9142857142859,41669.88571428572
2018,Connersville IN,23285.942857142865,81571.42857142861,693.8571428571432,43560.542857142864
2019,Connersville IN,23181.314285714296,82357.1428571429,706.0857142857149,46020.914285714294
2020,Connersville IN,23107.400000000012,83500.00000000004,716.6000000000009,49051.0
2021,Connersville IN,23064.200000000015,85000.00000000004,725.4000000000013,52650.799999999996
2022,Connersville IN,23051.7142857143,86857.14285714291,732.4857142857161,56820.314285714274
2015,Cookeville TN,107425.57142857145,129700.00000000003,598.2285714285719,34798.685714285726
2016,Cookeville TN,108231.51428571434,135360.00000000003,609.4857142857147,35596.25714285715
2017,Cookeville TN,109125.02857142863,140820.00000000006,629.171428571429,37064.11428571429
2018,Cookeville TN,110106.11428571436,146080.00000000006,657.2857142857147,39202.25714285715
2019,Cookeville TN,111174.77142857149,151140.0000000001,693.8285714285719,42010.685714285726
2020,Cookeville TN,112331.00000000003,156000.0000000001,738.8000000000004,45489.400000000016
2021,Cookeville TN,113574.8,160660.0000000001,792.2000000000003,49638.40000000002
2022,Cookeville TN,114906.17142857138,165120.0000000001,854.0285714285716,54457.68571428575
2015,Coos Bay OR,62807.885714285745,169585.71428571435,706.9714285714289,38423.257142857154
2016,Coos Bay OR,62849.05714285715,171717.14285714293,730.1142857142861,39446.97142857143
2017,Coos Bay OR,63008.514285714286,177334.28571428577,756.8285714285719,40927.54285714286
2018,Coos Bay OR,63286.257142857154,186437.1428571429,787.1142857142863,42864.971428571436
2019,Coos Bay OR,63682.28571428574,199025.71428571432,820.9714285714294,45259.25714285717
2020,Coos Bay OR,64196.60000000006,215100.0,858.4000000000011,48110.400000000045
2021,Coos Bay OR,64829.2000000001,234660.0,899.4000000000015,51418.400000000074
2022,Coos Bay OR,65580.08571428587,257705.71428571426,943.9714285714305,55183.257142857256
2015,Cordele GA,23290.77142857144,98137.14285714287,598.428571428572,31376.485714285718
2016,Cordele GA,23119.714285714297,90551.4285714286,620.0857142857147,32141.85714285714
2017,Cordele GA,22968.228571428583,85622.85714285717,636.171428571429,33215.514285714286
2018,Cordele GA,22836.314285714296,83351.4285714286,646.6857142857148,34597.45714285715
2019,Cordele GA,22723.97142857144,83737.14285714287,651.6285714285722,36287.68571428574
2020,Cordele GA,22631.200000000008,86780.0,651.000000000001,38286.20000000005
2021,Cordele GA,22558.000000000004,92479.99999999997,644.8000000000014,40593.00000000008
2022,Cordele GA,22504.371428571427,100837.14285714281,633.0285714285733,43208.08571428583
2015,Corinth MS,37323.25714285715,85574.28571428578,608.7714285714288,36562.34285714286
2016,Corinth MS,37297.77142857144,84622.85714285719,607.3142857142858,37964.02857142858
2017,Corinth MS,37250.14285714286,87085.71428571432,607.4285714285716,39306.85714285716
2018,Corinth MS,37180.37142857143,92962.85714285719,609.114285714286,40590.82857142859
2019,Corinth MS,37088.457142857136,102254.2857142858,612.3714285714291,41815.94285714288
2020,Corinth MS,36974.39999999998,114960.00000000015,617.200000000001,42982.20000000003
2021,Corinth MS,36838.19999999997,131080.00000000023,623.6000000000016,44089.60000000005
2022,Corinth MS,36679.85714285709,150614.28571428603,631.5714285714309,45138.14285714291
2015,Cornelia GA,43532.914285714294,130337.14285714287,684.0857142857146,40430.97142857144
2016,Cornelia GA,43694.14285714287,132891.4285714286,700.8571428571431,42419.3142857143
2017,Cornelia GA,43932.08571428573,137302.8571428572,720.9142857142858,44872.22857142859
2018,Cornelia GA,44246.74285714287,143571.42857142864,744.2571428571431,47789.71428571431
2019,Cornelia GA,44638.114285714306,151697.14285714296,770.8857142857148,51171.77142857146
2020,Cornelia GA,45106.20000000003,161680.00000000012,800.8000000000009,55018.400000000045
2021,Cornelia GA,45651.000000000044,173520.00000000012,834.0000000000014,59329.60000000006
2022,Cornelia GA,46272.514285714344,187217.14285714302,870.4857142857162,64105.3714285715
2015,Corning NY,98685.37142857148,91188.57142857143,657.8571428571429,47333.142857142884
2016,Corning NY,98110.51428571431,93705.7142857143,676.1714285714288,48700.62857142859
2017,Corning NY,97538.22857142858,95951.4285714286,688.3428571428574,50205.25714285716
2018,Corning NY,96968.5142857143,97925.7142857143,694.3714285714289,51847.02857142859
2019,Corning NY,96401.37142857145,99628.57142857145,694.257142857143,53625.94285714289
2020,Corning NY,95836.80000000005,101060.00000000003,688.0,55542.000000000044
2021,Corning NY,95274.80000000009,102220.00000000003,675.5999999999999,57595.200000000055
2022,Corning NY,94715.37142857157,103108.57142857145,657.0571428571425,59785.54285714293
2015,Corpus Christi TX,440360.5714285714,111074.28571428575,877.171428571429,50292.77142857145
2016,Corpus Christi TX,450495.7142857143,116042.8571428572,908.1142857142861,51591.51428571429
2017,Corpus Christi TX,452370.42857142864,121925.71428571435,941.6285714285718,52978.828571428574
2018,Corpus Christi TX,445984.71428571444,128722.85714285719,977.7142857142862,54454.7142857143
2019,Corpus Christi TX,431338.57142857165,136434.28571428574,1016.3714285714294,56019.171428571455
2020,Corpus Christi TX,408432.0000000003,145060.0,1057.6000000000013,57672.20000000004
2021,Corpus Christi TX,377265.00000000047,154599.99999999997,1101.4000000000017,59413.800000000076
2022,Corpus Christi TX,337837.571428572,165054.28571428562,1147.771428571431,61243.97142857154
2015,Corsicana TX,48131.54285714287,80731.42857142858,712.4999999999999,41366.42857142858
2016,Corsicana TX,48135.828571428596,84854.28571428574,737.3,43534.285714285725
2017,Corsicana TX,48281.257142857175,89148.57142857146,763.1,45495.57142857144
2018,Corsicana TX,48567.8285714286,93614.28571428574,789.9,47250.28571428573
2019,Corsicana TX,48995.54285714288,98251.42857142858,817.6999999999998,48798.428571428594
2020,Corsicana TX,49564.40000000001,103059.99999999999,846.4999999999998,50140.00000000002
2021,Corsicana TX,50274.399999999994,108039.99999999994,876.2999999999996,51275.00000000003
2022,Corsicana TX,51125.54285714283,113191.42857142848,907.0999999999995,52203.42857142861
2015,Cortland NY,49049.37142857142,108457.14285714284,679.7714285714288,49468.42857142858
2016,Cortland NY,48687.91428571429,110811.42857142858,710.114285714286,50962.48571428572
2017,Cortland NY,48371.02857142858,114122.85714285716,737.0285714285717,52566.971428571436
2018,Cortland NY,48098.7142857143,118391.42857142861,760.5142857142861,54281.88571428572
2019,Cortland NY,47870.971428571436,123617.1428571429,780.5714285714289,56107.22857142858
2020,Cortland NY,47687.80000000001,129800.00000000006,797.2000000000005,58043.000000000015
2021,Cortland NY,47549.20000000001,136940.00000000006,810.4000000000005,60089.200000000026
2022,Cortland NY,47455.17142857144,145037.1428571429,820.1714285714291,62245.82857142861
2015,Corvallis OR,86517.54285714291,270417.142857143,857.7428571428572,49740.200000000004
2016,Corvallis OR,87357.22857142861,275831.42857142864,903.4285714285716,52061.20000000002
2017,Corvallis OR,88407.05714285717,287602.8571428572,956.257142857143,54914.200000000026
2018,Corvallis OR,89667.02857142859,305731.4285714287,1016.2285714285717,58299.20000000002
2019,Corvallis OR,91137.14285714288,330217.1428571431,1083.3428571428576,62216.200000000004
2020,Corvallis OR,92817.40000000004,361060.0000000004,1157.6000000000008,66665.19999999998
2021,Corvallis OR,94707.80000000005,398260.00000000064,1239.000000000001,71646.19999999995
2022,Corvallis OR,96808.34285714292,441817.1428571438,1327.5428571428586,77159.19999999991
2015,Coshocton OH,36728.80000000001,96471.42857142861,562.4000000000002,42021.742857142875
2016,Coshocton OH,36654.400000000016,96594.28571428571,579.2000000000003,42633.628571428584
2017,Coshocton OH,36605.00000000002,97188.57142857142,594.0000000000003,43565.657142857155
2018,Coshocton OH,36580.60000000001,98254.28571428572,606.8000000000003,44817.82857142859
2019,Coshocton OH,36581.2,99791.42857142864,617.6000000000003,46390.14285714288
2020,Coshocton OH,36606.799999999974,101800.00000000013,626.4000000000001,48282.60000000003
